PE UV                   SPECTRUM    ASCII       PEDS        1.60        
  -1
BLSIL.DAT
17/02/09
10:52:32.00
17/02/09
11:00:56.00


300.000000
1









4444

SCAN
1
1


0.0

5.00
MANUAL



UV/VIS




































#HDR
-1
-1
#GR
NM
%R
0.00002384185791015625
0.0
2000.000000
5.000000
341
8
38.277540
4.862085
#DATA
2000.000000	36.193901 
1995.000000	36.320573 
1990.000000	36.422656 
1985.000000	36.181819 
1980.000000	36.214277 
1975.000000	36.147585 
1970.000000	36.178336 
1965.000000	36.231815 
1960.000000	36.251935 
1955.000000	36.190216 
1950.000000	36.295945 
1945.000000	36.376508 
1940.000000	36.402616 
1935.000000	36.410521 
1930.000000	36.476305 
1925.000000	36.473913 
1920.000000	36.315400 
1915.000000	36.381600 
1910.000000	36.360830 
1905.000000	36.351232 
1900.000000	36.317018 
1895.000000	36.153957 
1890.000000	36.116227 
1885.000000	36.095207 
1880.000000	35.943696 
1875.000000	35.894350 
1870.000000	35.905329 
1865.000000	35.886816 
1860.000000	35.941870 
1855.000000	35.936146 
1850.000000	35.956698 
1845.000000	35.938051 
1840.000000	35.860154 
1835.000000	35.963750 
1830.000000	35.895164 
1825.000000	35.679554 
1820.000000	35.537257 
1815.000000	35.437822 
1810.000000	35.406944 
1805.000000	35.265589 
1800.000000	35.178480 
1795.000000	35.056853 
1790.000000	34.791591 
1785.000000	34.595662 
1780.000000	34.613574 
1775.000000	34.541817 
1770.000000	34.683767 
1765.000000	34.708351 
1760.000000	34.589669 
1755.000000	34.639269 
1750.000000	34.783684 
1745.000000	35.159940 
1740.000000	35.432209 
1735.000000	36.078339 
1730.000000	36.452347 
1725.000000	36.668547 
1720.000000	36.755877 
1715.000000	36.770713 
1710.000000	36.908100 
1705.000000	36.924076 
1700.000000	36.846776 
1695.000000	36.903938 
1690.000000	36.934111 
1685.000000	36.894880 
1680.000000	36.928921 
1675.000000	36.955902 
1670.000000	37.034338 
1665.000000	36.944811 
1660.000000	37.038087 
1655.000000	37.038876 
1650.000000	36.874737 
1645.000000	37.094624 
1640.000000	37.093166 
1635.000000	37.013317 
1630.000000	37.065116 
1625.000000	37.085144 
1620.000000	37.023888 
1615.000000	37.050262 
1610.000000	37.055931 
1605.000000	37.083458 
1600.000000	37.125537 
1595.000000	37.073762 
1590.000000	37.029109 
1585.000000	37.065184 
1580.000000	37.174634 
1575.000000	37.074899 
1570.000000	37.032779 
1565.000000	37.082103 
1560.000000	37.038993 
1555.000000	37.039636 
1550.000000	37.030403 
1545.000000	37.021318 
1540.000000	36.987707 
1535.000000	37.018160 
1530.000000	37.038793 
1525.000000	37.001527 
